(AC/DC)_red,(AC/DC)_ir,SpO2
0.001229385,0.00182396,95.58302317
0.00121063,0.001841077,95.48262277
0.001222039,0.001869974,95.38220119
0.001220296,0.001831839,95.28177343
0.00113905,0.001753444,95.09194407
0.001220957,0.001804038,94.98040703
0.001246456,0.001753026,94.87996167
0.001247586,0.001747386,94.77947648
0.001200737,0.001691159,94.67901988
0.00123983,0.001720226,94.48913862
0.001150427,0.001586802,94.2882578
0.001100019,0.001585188,94.08732417
0.001160275,0.001601668,93.88641356
0.001169458,0.001558521,93.68553649
0.001112293,0.00137874,93.57405331
0.001333443,0.001476908,93.38405233
0.001483776,0.001484443,93.18309751
0.001561715,0.001554654,92.98219511
0.001701407,0.0017762,92.78128255
0.001771815,0.001723608,92.66977224
0.001896099,0.001937385,92.47969892
0.001893712,0.001942286,92.27872161
0.001876752,0.001987139,92.16731124
0.001975154,0.002023658,92.06678995
0.002092331,0.002242323,91.96629047
0.001748576,0.001996851,92.04490599
0.001590382,0.001970232,92.14540083
0.001527667,0.00180352,92.24587112
0.001544205,0.001766976,92.43589164
0.001562462,0.001843848,92.63681067
0.001536027,0.001833364,92.92731287
0.001565845,0.001901583,93.31835915
0.001549666,0.00192568,93.63064133
0.001467242,0.001926679,93.93203341
0.001554136,0.002020143,94.23340975
0.001637273,0.002065207,94.44522485
0.001612715,0.002070407,94.64612227
0.001664428,0.00211468,94.84698404
0.001553134,0.001973029,94.95833389
0.001622414,0.002082728,95.05881787
0.001593445,0.001963186,95.15928257
0.001478671,0.001886946,95.17014965
0.001430114,0.001813713,95.17016341
0.001446666,0.001781251,95.17016605
0.001545996,0.001779844,95.17017732
0.001541704,0.001745117,95.17020681
0.001686032,0.001862199,95.17022921
0.001546389,0.001829041,95.25997707
0.001408895,0.001880945,95.36039469
0.001316895,0.001797326,95.46082103
0.001474729,0.001839218,95.56124655
0.001529934,0.001929726,95.66163641
0.00146972,0.001969656,95.76209266
0.001414503,0.00201525,95.86257728
0.001393452,0.002008428,95.96305398
0.001382922,0.001903955,96.06348204
0.001411634,0.002052053,96.1638869
0.001510321,0.002102944,96.17461077
0.001494933,0.002055687,96.17464524
0.001640285,0.002112446,96.08487043
0.001443557,0.001809096,97.18047016
0.001339515,0.00166313,97.18039636
0.001303416,0.001762214,97.18042433
0.001350334,0.001756212,97.18052293
0.001473445,0.001815332,97.18054178
0.001366834,0.001750905,97.18055465
0.001346037,0.001792967,97.18060877
0.001242253,0.001712323,97.1806176
0.00122279,0.001684182,97.18060737
0.001247006,0.001741197,97.18054464
0.001258911,0.001745271,97.18055941
0.001227037,0.001784687,97.1806494
0.001254791,0.001821028,97.18063542
0.001219609,0.00189214,97.18056864
0.001090212,0.00178149,97.18054453
0.001193428,0.001740108,97.180558
0.001232778,0.001767463,97.18054807
0.001312074,0.001828347,97.18054127
0.001306954,0.001801386,97.18053377
0.001354089,0.001852941,97.18054118
0.001403461,0.001903333,97.18057564
0.001458832,0.00192937,97.18057505
0.001416379,0.001800296,97.18060971
0.001439233,0.0018151,97.18063057
0.001421523,0.001926646,97.1806862
0.001491811,0.001974149,97.18074598
0.001538922,0.00197354,97.18076746
0.00158326,0.001998219,97.18078185
0.00120058,0.001513122,97.18079369
0.001180027,0.001502459,97.18078245
0.001136398,0.00148222,97.18077037
0.001093164,0.001445247,97.1807876
0.001098675,0.001463694,97.18077331
0.001138872,0.001483479,97.18078619
0.001256232,0.001614927,97.11951893
0.001221341,0.001588979,97.01892298
0.001210899,0.001599557,96.91836037
0.001174131,0.001577124,96.81774252
0.001279264,0.001677223,96.71716997
0.001298659,0.001700544,96.55538434
0.001254124,0.001701303,96.35436914
0.001302467,0.001764763,96.15334362
0.001290922,0.001752209,95.95235609
0.001295322,0.001747566,95.75137404
0.001173341,0.001620659,95.61166533
0.001172553,0.001611962,95.44997536
0.001205606,0.001590367,95.24911634
0.001244975,0.001639314,95.04829826
0.001209277,0.001539259,94.84743772
0.001251533,0.00154864,94.64646933
0.001315716,0.001571419,94.44556267
0.001242825,0.001552009,94.24465063
0.001169895,0.001587488,94.04376353
0.001142988,0.001489737,93.84283163
0.001171345,0.001581321,93.58054862
0.001289314,0.001646958,93.3404132
0.001285533,0.001677499,93.13946062
0.001212566,0.001609547,92.93851969
0.001416714,0.001800552,92.73756487
0.001431953,0.001752027,92.59792419
0.001507478,0.001794181,92.55885324
0.001527092,0.001694685,92.55884595
0.001901811,0.00184746,92.62022525
0.001723213,0.001953822,92.72066759
0.001768015,0.001848823,92.94385687
0.001690757,0.00176345,93.24525785
0.001736642,0.001848378,93.54665215
0.001735997,0.001844097,93.90944064
0.001751144,0.001845624,94.3112487
0.001780179,0.0019626,94.71304988
0.001733116,0.00196717,95.05343059
0.001686575,0.001945431,95.35476186
0.001658651,0.001890175,95.65622691
0.001706952,0.001961274,95.9576606
0.001628237,0.001921007,96.19771926
0.001599769,0.00184064,96.39870224
0.001570058,0.001863942,96.59968784
0.001562868,0.001868707,96.73924741
0.001513077,0.001826197,96.83983821
0.001424118,0.001861755,96.94044491
0.001450009,0.001897123,97.04104473
0.001396635,0.001916422,97.14162549
0.001404514,0.001905868,97.11903884
0.001471829,0.002024907,97.01849195
0.001504254,0.002124542,96.91790409
0.00156847,0.002105762,96.81734391
0.001442338,0.002038079,96.71677715
0.001351995,0.001934483,96.61624089
0.001426705,0.001966573,96.51567392
0.001358309,0.001744569,96.41507127
0.0013232,0.001696062,96.31445839
0.001386667,0.001737872,96.21389659
0.0014067,0.001810101,96.17495527
0.001306511,0.001707338,96.17495506
0.00122062,0.001643582,96.17499601
0.001333651,0.001801357,96.17500432
0.001437931,0.001917413,96.17504668
0.001534309,0.001971854,96.17503432
0.001470532,0.002029347,96.17501617
0.001505211,0.002041863,96.23678586
0.001534262,0.002018081,96.33741261
0.001185003,0.001820781,95.16957679
0.001359714,0.002031416,95.16959543
0.001520825,0.002121286,95.16960343
0.001480709,0.002069359,95.16956887
0.001333687,0.001963222,95.16957628
0.001420732,0.001989593,95.16959331
0.001540357,0.001948442,95.16956858
0.001505971,0.001928104,95.16958124
0.001642559,0.001980949,95.16956897
0.001575596,0.001913056,95.16956219
0.001523014,0.001866222,95.16956492
0.001373811,0.001708241,95.19517651
0.001335092,0.001671796,95.29560386
0.001474823,0.001739305,95.3960464
0.0015182,0.001783656,95.49647526
0.001560134,0.001873476,95.59691011
0.001501548,0.001849943,95.69734829
0.001359102,0.001815582,95.77210993
0.001335868,0.001796646,95.77213416
0.00134911,0.001791941,95.77213769
0.001444526,0.001890646,95.79780159
0.001552318,0.001996168,95.87259009
0.001453753,0.001929774,95.87259252
0.001377669,0.001902005,95.87259558
0.001191903,0.001711124,95.84686803
0.001153972,0.001670758,95.74641787
0.001129077,0.001622938,95.64598587
0.00110073,0.001634852,95.57124159
0.001102433,0.001600013,95.5712208
0.001134421,0.001723381,95.57122424
0.001224909,0.001628993,95.54558873
0.001220286,0.001502664,95.44520313
0.001179988,0.00149439,95.34481764
0.001272591,0.001596962,95.24439818
0.001237888,0.001586918,95.16971499
0.001191497,0.001555912,95.16974176
0.001328766,0.001634768,95.16975624
0.001236699,0.001609741,95.1697613
0.001169901,0.0015237,95.16979566
0.001099297,0.001475784,95.1439825
0.001076876,0.00153014,95.0435422
0.001178765,0.001732817,94.94314774
0.001246663,0.001757386,94.84270684
0.00111546,0.001623068,94.74228673
0.001119241,0.001595142,94.64185901
0.001037636,0.001528801,94.51554481
0.001043392,0.001482267,94.31469023
0.00117497,0.001605897,94.11379704
0.001159463,0.001636006,93.88699906
0.001080947,0.001605868,93.61147926
0.001019245,0.001470904,93.41051562
0.001037152,0.001497596,93.20951416
0.000960966,0.001389506,93.00855002
0.00109821,0.001479703,92.80761577
0.001070972,0.001424787,92.58073315
0.001149067,0.001449062,92.30518982
0.001221031,0.001473139,92.07826395
0.001317921,0.001478791,91.77691144
0.001431048,0.001505685,91.50145479
0.001569527,0.00163247,91.30051225
0.00165302,0.001663806,91.07365307
0.001659408,0.001643969,90.77237006
0.00167555,0.001685488,90.47105887
0.001734713,0.001585932,90.16973725
0.001769383,0.001667916,89.92036772
0.001769132,0.001693827,89.84593216
0.001739505,0.001754672,89.87184707
0.001822075,0.001743567,89.99828064
0.001796266,0.001695356,90.22518706
0.001764011,0.00169083,90.52656058
0.001658521,0.001661996,90.87995328
0.001701809,0.001727512,91.40823413
0.001685735,0.001749577,92.01089878
0.001614855,0.001783949,92.61356879
0.001605222,0.001857832,93.21631147
0.001501919,0.001741128,93.76692693
0.001502896,0.001729992,94.16880593
0.00151973,0.001799356,94.54462993
0.001484488,0.001827497,94.8199669
0.001502051,0.001892866,95.04698288
0.001427998,0.001831386,95.32224527
0.001420705,0.001839783,95.49703532
0.001431988,0.001855454,95.59748
0.001392224,0.001883953,95.6979175
0.001308765,0.001777312,95.77227251
0.001351137,0.001829801,95.79838974
0.001385809,0.001820822,95.89880199
0.001305485,0.0017899,95.99921353
0.00134479,0.001891091,96.09965151
0.001399222,0.001836415,96.17400917
0.00126784,0.001768957,96.17401444
0.001192025,0.001701303,96.17405224
0.001360931,0.001839341,96.17407264
0.001344928,0.001812789,96.17409897
0.001394925,0.001881505,96.17414843
0.001553485,0.001974789,96.17415684
0.001469652,0.002011747,96.17416111
0.001433804,0.001901214,96.17417974
0.001465742,0.001831728,96.17417173
0.0014592,0.001873688,96.17413585
0.001366619,0.001870786,96.17413949
