DC_red,AC_red,DC_ir,AC_ir,SpO2
120.3550274,0.208781401,164.4748198,0.260845886,90.16973725
120.3614834,0.212965505,164.4168661,0.274233497,89.92036772
120.4096792,0.213020629,164.3473173,0.278375969,89.84593216
120.4308089,0.209489969,164.3064577,0.288303986,89.87184707
120.451103,0.219470989,164.2052521,0.286302895,89.99828064
120.4711138,0.21639813,164.0779955,0.278170616,90.22518706
120.480394,0.212528704,163.9876118,0.277275213,90.52656058
120.4984713,0.19984919,163.8078339,0.272248036,90.87995328
120.531168,0.205121065,163.7379969,0.282859369,91.40823413
120.570337,0.203249615,163.6819231,0.28637408,92.01089878
120.6209364,0.194785277,163.5842504,0.291826031,92.61356879
120.6351747,0.193646232,163.524027,0.303800099,93.21631147
120.6590083,0.181220066,163.4086637,0.284515375,93.76692693
120.675324,0.181362494,163.3086947,0.282522723,94.16880593
120.7059705,0.18344054,163.2655978,0.293772959,94.54462993
120.7733895,0.179286695,163.2400359,0.298320757,94.8199669
120.8099201,0.181462699,163.2252694,0.30896357,95.04698288
120.8303499,0.172545442,163.2063371,0.298893863,95.32224527
120.8323031,0.171667102,163.179435,0.300214796,95.49703532
120.8139867,0.173004206,163.1303,0.302680842,95.59748
120.7806719,0.168153767,163.0872142,0.307248625,95.6979175
120.7458001,0.158027861,163.040716,0.289774264,95.77227251
120.6992613,0.163081208,162.9864226,0.298232739,95.79838974
120.6810462,0.167240925,162.9628647,0.296726376,95.89880199
120.6246152,0.157473645,162.900409,0.29157548,95.99921353
120.5864206,0.162163437,162.9066615,0.308071286,96.09965151
120.5571809,0.168686313,162.9266566,0.299200979,96.17400917
120.5520603,0.152840685,162.9247127,0.288206795,96.17401444
120.5527969,0.143701909,162.9116277,0.277162112,96.17405224
120.6164306,0.164150672,162.9212187,0.299667663,96.17407264
120.6665418,0.162287868,162.961922,0.295415634,96.17409897
120.745839,0.168431438,163.0217913,0.306726296,96.17414843
120.8198395,0.187691779,163.1065043,0.322100989,96.17415684
120.8465176,0.177602315,163.1766077,0.328270014,96.17416111
120.864335,0.173295739,163.2309873,0.310336959,96.17417974
120.8748727,0.177171398,163.242738,0.299016227,96.17417173
120.89333,0.1764076,163.2679004,0.305913069,96.17413585
120.9172376,0.165247752,163.3083759,0.30551501,96.17413949
